,target,SMS,target_num,SMS_clean,SMS_encoded,len_SMS
4280,ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",0,wn u r hurt d prsn s close 2 u fight wit dem coz somtime dis fight save relation bt quiet leave nothin relation gud eveb,"[2247, 1, 32, 236, 30, 7213, 6, 301, 3, 1, 593, 511, 1639, 418, 7214, 267, 593, 503, 1454, 305, 2777, 54, 3188, 1454, 111, 3352]",26
4281,ham,U can call now...,0,u,[1],1
4282,ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",0,science tell chocolate melt sunlight walk sunlight bcozi want loss sweet friend,"[3243, 21, 2771, 3496, 3541, 259, 3541, 7215, 15, 1773, 208, 63]",12
4283,ham,Yes. I come to nyc for audiitions and am trying to relocate.,0,yes come nyc audiition try relocate,"[75, 5, 1488, 7216, 48, 7217]",6
4284,ham,I pocked you up there before,0,pock,[7218],1
4285,ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,0,congrat s great want tell tell score cos relax motivate thank share,"[502, 6, 52, 15, 21, 21, 1365, 89, 1135, 3510, 65, 770]",12
4286,ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),0,wud mind u miss u need u wil hurt wen u need amp u tell care,"[3107, 188, 1, 44, 1, 23, 1, 417, 236, 313, 1, 23, 80, 1, 21, 93]",16
4287,ham,Hey mr whats the name of that bill brison book the one about language and words ,0,hey mr s bill brison book language word,"[55, 631, 6, 516, 7219, 199, 2560, 122]",8
4288,ham,"Okay, good, no problem, and thanx!",0,okay good problem thanx,"[303, 9, 187, 260]",4
4289,ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",0,information ikea spell cap yell think leave sit bed mess come home class try bullshit want listen,"[659, 2182, 1467, 7220, 2642, 22, 54, 193, 246, 2313, 5, 26, 151, 48, 7221, 15, 443]",17
4290,ham,Call me when u're done...,0,ure,[747],1
4291,ham,G.W.R,0,gwr,[7222],1
4292,ham,You best watch what you say cause I get drunk as a motherfucker,0,watch cause drunk motherfucker,"[103, 377, 2061, 7223]",4
4293,spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,1,kit strip   bill 150p netcollex ltd po box 1013 ig11 oja,"[3542, 2830, 516, 355, 1499, 510, 222, 198, 7224, 7225, 7226]",11
4294,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1,hmv bonus special 500 pound genuine hmv voucher win answer 4 easy question play send hmv 86688 infowww100percentrealcom,"[737, 376, 162, 320, 278, 1854, 737, 204, 33, 248, 7, 215, 230, 153, 13, 737, 420, 1855]",18
4295,spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you,1,08712402578 immediately urgent message wait,"[7227, 740, 109, 61, 50]",5
4296,spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,1,thesmszonecom let send free anonymous mask messagesim send message theredo potential abuse,"[7228, 72, 13, 12, 7229, 7230, 7231, 13, 61, 7232, 2047, 7233]",12
4297,spam,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",1,4 costa del sol holiday å5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costå150pm max10min,"[7, 1071, 726, 1072, 167, 393, 288, 311, 1234, 1235, 385, 276, 1236, 1237, 1045, 1238, 1239]",17
4298,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0,hurt tease cry end life die plz rise grave stupid miss u nice day bslvyl,"[236, 1861, 948, 106, 83, 416, 321, 799, 2486, 738, 44, 1, 120, 16, 583]",15
4299,ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",0,erm woodland avenue parish magazine telephone number,"[2279, 7234, 7235, 7236, 7237, 3057, 62]",7
4300,ham,Are there TA jobs available? Let me know please cos i really need to start working,0,ta job available let know cos need start work,"[1268, 163, 463, 72, 8, 89, 23, 101, 38]",9
4301,ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,0,aiyar hard 2 type u later free tell n scold n tell u,"[1640, 432, 3, 481, 1, 40, 12, 21, 35, 3105, 35, 21, 1]",13
4302,ham,Yup i'm free...,0,yup m free,"[172, 2, 12]",3
4303,ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",0,good good billy mate gone jog enjoy concert,"[9, 9, 7238, 277, 7239, 2175, 170, 2341]",8
4304,ham,Yo come over carlos will be here soon,0,yo come carlos soon,"[202, 5, 543, 112]",4
4305,ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,0,awww dat sweet think nice time tonight ill probably txt u later cos m lonely   xxx,"[7240, 181, 208, 22, 120, 18, 114, 17, 240, 24, 1, 40, 89, 2, 1585, 227]",16
4306,ham,I guess it is useless calling u 4 something important.,0,guess useless u 4 important,"[180, 7241, 1, 7, 309]",5
4307,ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!,0,ha ha   pop loo helloe hello,"[469, 469, 1025, 7242, 7243, 146]",6
4308,ham,He dint tell anything. He is angry on me that why you told to abi.,0,dint tell angry tell abi,"[1117, 21, 436, 21, 1761]",5
4309,spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1,u know ask date service 2 contact guess 09058091854 reveal po box385 m6 6wu,"[1, 8, 42, 195, 88, 3, 92, 180, 2808, 761, 222, 2809, 2810, 2811]",14
4310,ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,0,happen r 2waxsto wat want come ill medical insurance shell able deliver basic care m currently shop right medical insurance til friday morning s ill major person guide right insurance,"[144, 32, 3400, 58, 15, 5, 17, 927, 996, 1141, 307, 845, 1767, 93, 2, 585, 231, 70, 927, 996, 319, 508, 86, 6, 17, 2199, 139, 1134, 70, 996]",30
4311,ham,I keep ten rs in my shelf:) buy two egg.,0,rs shelf buy egg,"[732, 2225, 87, 1083]",4
4312,ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",0,babe swollen gland throat   end,"[81, 7244, 7245, 1634, 106]",5
4313,ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,0,ur change 2 da report big cos ve change 2 da previous report,"[4, 238, 3, 43, 1121, 168, 89, 67, 238, 3, 43, 2349, 1121]",13
4314,ham,Captain is in our room:),0,captain room,"[1770, 192]",2
4315,ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",0,speak bcaz mobile problem listen cannt listen voice later,"[159, 7246, 34, 187, 443, 2330, 443, 745, 40]",9
4316,ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,0,hiya stu wot u 2im truble home moment evone hate u wot hell av y u tell text bck luv dan,"[842, 7247, 336, 1, 7248, 7249, 26, 586, 7250, 1233, 1, 336, 630, 3366, 148, 1, 21, 20, 3132, 203, 3197]",21
4317,ham,S...i will take mokka players only:),0,si mokka player,"[1315, 3543, 379]",3
4318,ham,Are you still playing with gautham?,0,play gautham,"[153, 1857]",2
4319,ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,0,hey mr   sea view couple gay mean game bell ya finish,"[55, 631, 529, 7251, 590, 925, 117, 232, 2305, 124, 105]",11
4320,ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",0,k jason s ill   ltgt,"[98, 2210, 6, 17, 11]",5
4321,ham,Sorry . I will be able to get to you. See you in the morning.,0,sorry   able morning,"[31, 307, 86]",3
4322,ham,Aight well keep me informed,0,aight informed,"[239, 7252]",2
4323,ham,I am not having her number sir,0,number sir,"[62, 224]",2
4324,ham,Am only searching for good dual sim mobile pa.,0,search good dual sim mobile pa,"[359, 9, 7253, 689, 34, 245]",6
4325,ham,That seems unnecessarily hostile,0,unnecessarily hostile,"[3202, 7254]",2
4326,ham,Dude got a haircut. Now its breezy up there,0,dude haircut breezy,"[337, 7255, 7256]",3
4327,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",1,congrat 2 mobile 3 g videophone r 09061744553 videochat wid ur mate play java game dload polyh music noline rentl bx420 ip4 5we 150pm,"[502, 3, 34, 94, 216, 1370, 32, 3544, 1371, 382, 4, 277, 153, 1372, 232, 1373, 3545, 352, 1374, 1375, 1745, 1434, 1435, 1092]",24
4328,ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),0,1appledayno doctor 1tulsi leafdayno cancer 1lemondayno fat 1cup milkdayno bone problm 3 litre watrdayno disease snd th 2 u care,"[7257, 768, 7258, 7259, 1252, 7260, 906, 7261, 7262, 3546, 7263, 94, 7264, 7265, 7266, 7267, 524, 3, 1, 93]",20
4329,ham,i thought we were doing a king of the hill thing there.,0,think king hill thing,"[22, 830, 1436, 51]",4
4330,ham,Nope i'll come online now..,0,nope ill come online,"[525, 17, 5, 370]",4
4331,ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY,0,tell happy birthday,"[21, 60, 210]",3
4332,ham,Y bishan lei... I tot Ì_ say lavender? ,0,y bishan lei tot ì lavender,"[148, 1685, 357, 384, 45, 7268]",6
4333,ham,Boo what time u get out? U were supposed to take me shopping today. :(,0,boo time u u suppose shop today,"[1183, 18, 1, 1, 554, 231, 25]",7
4334,ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",0,u sound like manky scouse boy stevelike travel da bus homewot u inmind 4 recreation dis eve,"[1, 285, 14, 7269, 7270, 213, 7271, 923, 43, 255, 7272, 1, 7273, 7, 7274, 267, 421]",17
4335,ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",0,fyi m quick shower epsilon like   ltgt   min,"[1090, 2, 862, 572, 3547, 14, 11, 77]",8
4336,ham,on a Tuesday night r u 4 real,0,tuesday night r u 4 real,"[914, 47, 32, 1, 7, 209]",6
4337,ham,Yes when is the appt again?,0,yes appt,"[75, 1603]",2
4338,ham,Just got outta class gonna go gym.,0,outta class gym,"[1768, 151, 649]",3
4339,ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,0,want sent   ltgt mesage today s y sorry hurt,"[15, 1393, 11, 3548, 25, 6, 148, 31, 236]",9
4340,ham,ÌÏ all write or wat..,0,ìï write wat,"[134, 663, 58]",3
4341,ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,0,ha read way u like 2 judgementali save friday pub,"[469, 294, 66, 1, 14, 3, 7275, 503, 508, 446]",10
4342,ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,0,valentine game    send dis msg ur friend   5 answer r d love u   que colour suit good,"[440, 232, 13, 267, 82, 4, 63, 164, 248, 32, 30, 19, 1, 1976, 371, 2612, 9]",17
4343,ham,Hi:)did you asked to waheeda fathima about leave?,0,hidid ask waheeda fathima leave,"[7276, 42, 7277, 2172, 54]",5
4344,ham,Enjoy urself tmr...,0,enjoy urself tmr,"[170, 811, 284]",3
4345,ham,You still around? I could use a half-8th,0,use half8th,"[160, 2668]",2
4346,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1,u 447801259231 secret admirer look 2 contact ufind rreveal think ur specialcall 09058094597,"[1, 2462, 485, 736, 97, 3, 92, 886, 887, 22, 4, 888, 2463]",13
4347,ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,0,d proof   ltgt   rs allow work come home day,"[30, 2197, 11, 732, 1419, 38, 5, 26, 16]",9
4348,ham,ÌÏ bot notes oredi... Cos i juz rem i got...,0,ìï bot note oredi cos juz rem,"[134, 7278, 1451, 515, 89, 315, 1409]",7
4349,ham,Yes. Rent is very expensive so its the way we save.,0,yes rent expensive way save,"[75, 697, 1195, 66, 503]",5
4350,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0,night end day morning come special way smile like sunny ray leave worry blue blue bay gud mrng,"[47, 106, 16, 86, 5, 162, 66, 100, 14, 1118, 1290, 54, 219, 638, 638, 1521, 111, 513]",18
4351,ham,Hows the pain dear?y r u smiling?,0,s pain deary r u smile,"[6, 300, 7279, 32, 1, 100]",6
4352,ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",0,fun fact think armand eventually build tolerance shit consider smoke gets fuck like 2 hit,"[243, 710, 22, 1243, 7280, 2181, 7281, 217, 1100, 306, 1757, 242, 14, 3, 505]",15
4353,spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,1,important information 4 orange user 0789xxxxxxx today lucky day2find log httpwwwurawinnercom s fantastic surprise await,"[309, 659, 7, 262, 837, 7282, 25, 453, 3531, 482, 1207, 6, 757, 660, 288]",15
4354,ham,"Sorry, I can't help you on this.",0,sorry help,"[31, 119]",2
4355,ham,Great. So should i send you my account number.,0,great send account number,"[52, 13, 176, 62]",4
4356,ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",0,hellogorgeous s u fone charge lst nitw wen u texd hopeu ad nice wkend m sure u lookin 4ward 2 cin u 2mrw luv jaz,"[7283, 6, 1, 488, 207, 3549, 7284, 313, 1, 7285, 7286, 1002, 120, 1735, 2, 99, 1, 1228, 7287, 3, 7288, 1, 1325, 203, 7289]",25
4357,spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",1,date service ask 2 contact u shy 09058091870 reveal pobox84 m26 3uz 150p,"[195, 88, 42, 3, 92, 1, 2401, 7290, 761, 1179, 1877, 1878, 355]",13
4358,ham,ÌÏ only send me the contents page...,0,ìï send content page,"[134, 13, 433, 676]",4
4359,ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",0,night sweet sleep ve exorcism emily rise sleep hug snog,"[47, 208, 84, 67, 7291, 7292, 799, 84, 1077, 3299]",10
4360,ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",0,think u think use good ni8,"[22, 1, 22, 160, 9, 542]",6
4361,ham,"I can't right this second, gotta hit people up first",0,right second hit people,"[70, 375, 505, 137]",4
4362,ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",0,evry emotion dsnt hav wordsevry wish dsnt hav prayr u smile world wit uothrwise d drop tear dsnt lik 2 stay wit uso b happy good morning smile,"[7293, 7294, 2350, 308, 7295, 102, 2350, 308, 7296, 1, 100, 205, 511, 7297, 30, 340, 855, 2350, 1455, 3, 214, 511, 7298, 108, 60, 9, 86, 100]",28
4363,ham,So what about you. What do you remember,0,remember,[228],1
4364,ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,0,ujhhhhhhh computer ship address sandiago parantella lane wtf poop,"[7299, 573, 1540, 378, 7300, 7301, 3247, 1536, 2648]",9
4365,ham,Mm yes dear look how i am hugging you both. :-P,0,mm yes dear look hug p,"[743, 75, 57, 97, 1077, 767]",6
4366,ham,I like dis sweater fr mango but no more my size already so irritating.,0,like dis sweater fr mango size irritate,"[14, 267, 7302, 578, 7303, 3362, 1312]",7
4367,ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,0,1 number 2 massive pain ass d involve s possible,"[79, 62, 3, 3550, 300, 591, 30, 2426, 6, 924]",10
4368,ham,Anytime lor...,0,anytime lor,"[486, 27]",2
4369,spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,1,want new video handset 750 time network min unlimited text camcorder reply 08000930705 del sat,"[15, 37, 249, 1116, 437, 18, 244, 77, 550, 20, 501, 29, 474, 726, 1321]",15
4370,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,0,purity friendship smile read forwarded messageit smile gud evng,"[1675, 366, 100, 294, 1333, 1412, 100, 111, 1169]",9
4371,spam,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",1,ur balance å600 question complete landmark big bob b barry c ben   text b c 83738 good luck,"[4, 1109, 7304, 230, 632, 7305, 168, 7306, 108, 7307, 85, 2296, 20, 108, 85, 7308, 9, 662]",18
4372,ham,Me fine..absolutly fine,0,fineabsolutly fine,"[3551, 155]",2
4373,ham,K and you're sure I don't have to have consent forms to do it :V,0,k sure consent form v,"[98, 99, 7309, 7310, 132]",5
4374,spam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,1,ur tonexs subscription renew charge å450 choose 10 polys month wwwclubzedcouk billing msg,"[4, 7311, 1262, 3521, 207, 1733, 383, 492, 1038, 171, 7312, 7313, 82]",13
4375,spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",1,prize customer tc wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl busy,"[69, 116, 342, 3552, 175, 1633, 3553, 510, 1615, 3554, 1226, 3555, 3556, 410]",14
4376,ham,How much is torch in 9ja.,0,torch 9ja,"[1032, 1929]",2
4377,ham,"Doing nothing, then u not having dinner w us?",0,u dinner w,"[1, 220, 612]",3
4378,ham,How are you. Just checking up on you,0,check,[128],1
4379,ham,Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.,0,internet connection v slow canût send try later thing tomo,"[1223, 976, 132, 589, 7314, 13, 48, 40, 51, 452]",10
4380,ham,Mathews or tait or edwards or anderson,0,mathew tait edwards anderson,"[7315, 7316, 7317, 7318]",4
4381,ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,0,yeah sure thing mate haunt stuff sort m sound promote hex way know number joke,"[76, 99, 51, 277, 7319, 154, 458, 2, 285, 7320, 2643, 66, 8, 62, 464]",15
4382,ham,No need lar i go engin? Cos my sis at arts today...,0,need lar engin cos sis art today,"[23, 194, 3386, 89, 457, 1725, 25]",7
4383,ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,0,thank honey hear leave bit long 2 crowd try later   great advice thank hope cardiff,"[65, 1053, 174, 54, 156, 143, 3, 7321, 48, 40, 52, 1447, 65, 46, 2129]",15
4384,spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,1,want new nokia 3510i colour phone deliver tomorrow 200 free minute mobile   100 free text   free camcorder reply 8000930705,"[15, 37, 104, 1456, 371, 36, 845, 74, 2334, 12, 140, 34, 466, 12, 20, 12, 501, 29, 7322]",19
4385,ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",0,m   snowboard trip wonder planning befor goa meet greet kind affair cheer,"[2, 7323, 347, 339, 3110, 1497, 7324, 56, 2036, 494, 1432, 618]",12
4386,ham,S.i'm watching it in live..,0,sim watch live,"[689, 103, 129]",3
4387,ham,"see you then, we're all christmassy here!",0,christmassy,[7325],1
4388,ham,"K I'm ready,  &lt;#&gt; ?",0,k m ready   ltgt,"[98, 2, 185, 11]",4
4389,ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",0,know god create gap finger come amp fill gap hold hand love,"[8, 182, 1231, 756, 907, 5, 80, 657, 756, 334, 330, 19]",12
4390,ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,0,great test courage earth bear defeat lose heartgn tc,"[52, 304, 3532, 1339, 1062, 3533, 186, 3534, 342]",9
4391,ham,what are your new years plans?,0,new year plan,"[37, 91, 123]",3
4392,spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,1,recpt 13 order ringtone order process,"[7326, 7327, 318, 256, 318, 1449]",6
4393,ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,0,baaaaaaaabe wake   miss   crave need,"[7328, 177, 44, 619, 23]",5
4394,ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",0,message ignore yes shop,"[61, 1254, 75, 231]",4
4395,ham,Dear :-/ why you mood off. I cant drive so i brother to drive,0,dear   mood drive brother drive,"[57, 939, 184, 391, 184]",5
4396,ham,When did dad get back.,0,dad,[271],1
4397,ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",0,tell shola college medicine visit academic department tell academic secretary current situation ask transfer ask check sagamu thing lautech vital complete medical education nigeria expensive expensive citizen rate new zealand,"[21, 7329, 514, 2276, 495, 3557, 3274, 21, 3557, 3287, 1306, 720, 42, 1149, 42, 128, 7330, 51, 7331, 7332, 632, 927, 7333, 866, 1195, 1195, 2267, 247, 37, 7334]",30
4398,ham,Yes just finished watching days of our lives. I love it.,0,yes finish watch day life love,"[75, 105, 103, 16, 83, 19]",6
4399,ham,Juz go google n search 4 qet...,0,juz google n search 4 qet,"[315, 1411, 35, 359, 7, 7335]",6
4400,ham,Many times we lose our best ones bcoz we are ,0,time lose good bcoz,"[18, 186, 9, 635]",4
4401,ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",0,good friend care close friend understand true friend stay forever word time gud ni8,"[9, 63, 93, 301, 63, 533, 310, 63, 214, 721, 122, 18, 111, 542]",14
4402,ham,Just getting back home,0,home,[26],1
4403,ham,"Sorry, I'll call later  &lt;#&gt; mins",0,sorry ill later   ltgt min,"[31, 17, 40, 11, 77]",5
4404,ham,Dun need to use dial up juz open da browser n surf...,0,dun need use dial juz open da browser n surf,"[125, 23, 160, 2342, 315, 412, 43, 7336, 35, 2240]",10
4405,spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,1,register subscriber u enter draw 4 100 gb gift voucher reply enter unsubscribe text stop,"[682, 1386, 1, 316, 166, 7, 466, 1009, 287, 204, 29, 316, 419, 20, 28]",15
4406,ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",0,awesome plan time like   ltgt   ill text detail wee bit,"[415, 123, 18, 14, 11, 17, 20, 296, 2628, 156]",10
4407,ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,0,care sleep wellyou need learn change lifeyou need convinced thati wait conversation usget convince timeyour family sensesrespect overemphasiseor u role life,"[93, 84, 7337, 23, 863, 238, 7338, 23, 7339, 7340, 50, 7341, 7342, 2912, 7343, 387, 7344, 7345, 1, 1073, 83]",21
4408,spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",1,chance win free bluetooth headset simply reply adp,"[183, 33, 12, 812, 7346, 1097, 29, 7347]",8
4409,ham,You also didnt get na hi hi hi hi hi,0,na hi hi hi hi hi,"[766, 41, 41, 41, 41, 41]",6
4410,ham,Ya but it cant display internal subs so i gotta extract them,0,ya display internal sub extract,"[124, 2229, 7348, 595, 7349]",5
4411,ham,If i said anything wrong sorry de:-),0,wrong sorry de,"[564, 31, 323]",3
4412,ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0,sad story man   week bday wife wish parent forget n kid   work colleague wish,"[390, 380, 127, 39, 506, 369, 102, 461, 173, 35, 558, 38, 854, 102]",14
4413,ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,0,stupid challenge godyou think write instead respond immed,"[738, 2316, 7350, 22, 663, 1065, 904, 7351]",8
4414,ham,"Yeah I should be able to, I'll text you when I'm ready to meet up",0,yeah able ill text m ready meet,"[76, 307, 17, 20, 2, 185, 56]",7
4415,ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,0,v skint fancy bevieswaz gona meet othrs spoon jst bin watchng planet earthsofa v comfey hav gd night,"[132, 7352, 434, 7353, 1880, 56, 7354, 2727, 1690, 1422, 7355, 7356, 7357, 132, 7358, 308, 499, 47]",18
4416,ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",0,s quit least5times day wudnt notice nah mind want come taunton tonight u tell,"[6, 1326, 7359, 16, 7360, 1004, 712, 188, 15, 5, 1772, 114, 1, 21]",14
4417,ham,"When you get free, call me",0,free,[12],1
4418,ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_,0,little darling far week need coffee run tomocant believe time week û,"[269, 1138, 487, 39, 23, 989, 201, 2487, 396, 18, 39, 561]",12
4419,ham,Ok i msg u b4 i leave my house.,0,ok msg u b4 leave house,"[10, 82, 1, 562, 54, 212]",6
4420,ham,Still at west coast... Haiz... ÌÏ'll take forever to come back...,0,west coast haiz ìïll forever come,"[3300, 3558, 2348, 7361, 721, 5]",6
4421,ham,MMM ... Fuck .... Merry Christmas to me,0,mmm   fuck   merry christmas,"[1519, 242, 806, 639]",4
4422,ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,0,alright thank advice enjoy night m try sleep,"[343, 65, 1447, 170, 47, 2, 48, 84]",8
4423,ham,Update your face book status frequently :),0,update face book status frequently,"[326, 275, 199, 2514, 7362]",5
4424,ham,Just now saw your message.it k da:),0,messageit k da,"[1412, 98, 43]",3
4425,ham,Was it something u ate?,0,u eat,"[1, 130]",2
4426,ham,So what did the bank say about the money?,0,bank money,"[455, 121]",2
4427,ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,0,aiyar dun disturb u liao thk u lot 2 aft ur cupboard come,"[1640, 125, 686, 1, 225, 145, 1, 133, 3, 409, 4, 7363, 5]",13
